,Category,Message,Number of exclamations,Question Marks,words,STOP WORDS,NUMBER OF STOP WORDS,DATE,ORG,CARDINAL,LOC,GPE,EVENT,MONEY,number of dates,number of Cardinals,number of financial Terms,number of Times,ADJECTIVES,Number of ADJECTIVES,INTERJECTION,Number of INTERJECTION,NOUNS,Number of NOUNS,Verbs,Number of Verbs,WHwords,Number of WHwords,Foreign word,Number of Foreign word,Foreign Word,Number of digits
2401,ham,Networking job is there.,0,0,4,"['is', 'there']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['job'],1,"['Networking', 'is']",2,[],0,[],0,,0
2402,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,0,1,22,"['is', 'you', 'to', 'be', 'his', 'or', 'him', 'to']",8,0,0,0,0,0,0,0,2,0,0,0,"['YES-762', 'NO-762']",2,[],0,"['goldviking', 'friend', 'See', 'STOP', 'Send', 'STOP', 'FRND']",7,"['is', 'inviting', 'be', 'Reply', 'www.SMS.ac/u/goldviking']",5,[],0,[],0,,13
2403,ham,Dont let studying stress you out. L8r.,0,0,7,"['you', 'out']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Dont', 'stress', 'L8r']",3,"['let', 'studying']",2,[],0,[],0,,1
2404,ham,That's y u haf 2 keep me busy...,0,0,8,"['y', 'me']",2,0,0,0,0,0,0,0,0,1,0,0,"['y', 'u', 'busy']",3,[],0,['haf'],1,"[""'s"", 'keep']",2,[],0,[],0,,1
2405,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,0,0,15,"['not', 'in', 'so', 'if', 'we', 'we']",6,0,0,0,0,0,0,0,0,0,0,0,['hungry'],1,[],0,"['rushing', 'school']",2,"[""'m"", 'working', ""'m"", 'rush', 'go']",5,[],0,[],0,,0
2406,ham,Which channel:-):-):):-).,0,0,2,[],0,0,0,0,0,0,0,0,0,0,0,0,['Which'],1,[],0,['channel'],1,[],0,[],0,[],0,,0
2407,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,2,1,19,"['your', 'me', 'been', 'your', 'and', 'was', 'me', 'for']",8,0,0,0,0,0,0,0,0,0,0,0,['real'],1,[],0,"['Valentine', 'NOTHING']",2,"['telling', 'coulda', 'been', 'was', 'U', 'pick']",6,[],0,[],0,,0
2408,spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,0,0,31,"['are', 'to', 'a', 'you', 'have', 'a']",6,0,0,0,0,0,0,0,1,1,2,0,['£350'],1,[],0,"['Phony', '£350', 'Todays', 'Voda', 'numbers', 'XXXX', 'award', 'match', 'please', 'claim', 'code', 'standard', 'rates']",13,"['ending', 'are', 'selected', 'receive', 'have', 'call', 'quoting', 'app']",8,[],0,[],0,,21
2409,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",3,1,19,"['it', 'at', 'is', 'as', 'that', 's', 'to', 'you']",8,0,0,0,0,0,0,0,0,0,0,1,"['okday', 'Good']",2,[],0,"['Eta', 'taunton', '‘', '-xx']",4,"['made', 'is', 'planned', 'hope', 's', 'see']",6,[],0,[],0,,4
2410,ham,I'm hungry buy smth home...,0,0,5,[],0,0,0,0,0,0,0,0,0,0,0,0,['hungry'],1,[],0,"['buy', 'home']",2,"[""'m"", 'smth']",2,[],0,[],0,,0
2411,ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",0,1,28,[],0,0,0,0,0,0,0,0,0,1,0,0,[],0,[],0,"['HEY', 'KATE', 'HOPE', 'UR', 'OK', 'WILL', 'GIVE', 'U', 'A', 'BUZ', 'WEDLUNCH', 'GO', 'OUTSOMEWHERE', 'ADRINK', 'IN', 'TOWN', '..', 'CUD', 'GO', 'BIT', 'PPL', 'FROMWRK', 'WILL', 'BTHERE', 'LOVE', 'PETEXXX']",26,[],0,[],0,[],0,,3
2412,ham,My drive can only be read. I need to write,0,0,10,"['can', 'only', 'be', 'to']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['drive'],1,"['be', 'read', 'need', 'write']",4,[],0,[],0,,0
2413,ham,"Just looked it up and addie goes back Monday, sucks to be her",0,0,13,"['it', 'up', 'and', 'to', 'be', 'her']",6,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['addie', 'Monday']",2,"['looked', 'goes', 'sucks', 'be']",4,[],0,[],0,,0
2414,ham,Happy new year. Hope you are having a good semester,0,0,10,"['you', 'are', 'having', 'a']",4,0,0,0,0,0,0,0,1,0,0,0,"['Happy', 'new', 'good']",3,[],0,"['year', 'Hope', 'semester']",3,"['are', 'having']",2,[],0,[],0,,0
2415,ham,Esplanade lor. Where else...,0,0,4,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Esplanade', 'lor']",2,[],0,[],0,[],0,,0
2416,ham,Can you talk with me..,0,0,5,"['you', 'with', 'me']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['talk', '..']",2,[],0,[],0,,0
2417,ham,"Hmph. Go head, big baller.",0,0,5,[],0,0,0,0,0,0,0,0,0,0,0,0,['big'],1,[],0,"['Hmph', 'Go', 'head', 'baller']",4,[],0,[],0,[],0,,0
2418,ham,Well its not like you actually called someone a punto. That woulda been worse.,0,0,14,"['its', 'not', 'you', 'a', 'been']",5,0,0,0,0,0,0,0,0,0,0,0,['worse'],1,[],0,"['someone', 'punto']",2,"['called', 'woulda', 'been']",3,[],0,[],0,,0
2419,ham,"Nope. Since ayo travelled, he has forgotten his guy",0,0,9,"['he', 'has', 'his']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Nope', 'ayo', 'guy']",3,"['travelled', 'has', 'forgotten']",3,[],0,[],0,,0
2420,ham,You still around? Looking to pick up later,0,1,8,"['to', 'up']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['Looking', 'pick']",2,[],0,[],0,,0
2421,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,0,0,26,"['of', 'or', 'to']",3,0,0,0,0,0,0,0,1,1,2,0,['wkly'],1,[],0,"['CDs', 'Congratulations', '£500', 'CD', 'gift', 'vouchers', 'gift', 'Freeentry', '£100', 'draw', 'xt', 'MUSIC', 'TnCs', 'www.ldew.com1win150ppmx3age16']",14,"['ur', 'awarded', '£125', 'guaranteed']",4,[],0,[],0,,23
2422,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,0,0,47,"['here', 'that', 'has', 'a', 'own', 'is', 'but', 'i', 'to', 'how', 'will', 'it', 'for', 'i', 'can', 'the', 'for', 'it', 'how', 'after', 'will', 'it']",22,0,0,0,0,0,0,0,0,0,0,0,"['own', 'much']",2,[],0,"['someone', 'year', 'lt', 'gt', 'mr', 'olayiwola', 'Mileage', 'lt', 'gt', 'k.its', 'i', 'dough', 'Holla']",13,"[""'s"", 'has', 'camry', 'is', 'clean', 'i', 'need', 'know', 'sell', 'raise', 'landing', 'sell']",12,[],0,[],0,,0
2423,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,1,1,18,"['which', 'in', 'as', 'as', 'a', 'in', 'or', 'the', 'is']",9,0,0,0,0,0,0,0,0,0,0,0,['happy'],1,[],0,"['Guess', 'im', 'Im', 'pig', 'clover', 'saying']",6,"['pub', 'whatever', 'is']",3,[],0,[],0,,0
2424,ham,ILL B DOWN SOON,0,0,4,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['ILL', 'B', 'DOWN', 'SOON']",4,[],0,[],0,[],0,,0
2425,ham,Oh k. . I will come tomorrow,0,0,7,['will'],1,0,0,0,0,0,0,0,1,0,0,0,[],0,['Oh'],1,"['k.', 'tomorrow']",2,['come'],1,[],0,[],0,,0
2426,ham,Go fool dont cheat others ok,0,0,6,[],0,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Go', 'fool', 'cheat', 'others']",4,['ok'],1,[],0,[],0,,0
2427,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",0,0,10,['to'],1,0,0,0,0,0,0,0,0,0,0,0,"['mobile', 'number.pls', 'ur']",3,[],0,"['sms', 'mail', 'id.convey', 'regards']",4,"['achan', 'amma.Rakhesh.Qatar']",2,[],0,[],0,,0
2428,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",0,0,10,"['the', 'is', 'to', 'again']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['way', ""'rencontre"", 'Mountains', '....']",4,"['is', 'meet', 'dont']",3,[],0,[],0,,0
2429,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,0,0,26,"['have', 'a', 'or', 'a', 'our', 'on', 'between']",7,0,0,0,0,0,0,0,3,0,1,0,"['guaranteed', 'yr', '10am-7pm']",3,[],0,"['cash', 'prize', 'customer', 'service', 'representative', 'Cost']",6,"['have', 'WON', 'claim', 'prize', 'call']",5,[],0,[],0,,24
2430,ham,U attend ur driving lesson how many times a wk n which day?,0,1,13,"['how', 'a', 'which']",3,0,0,0,0,0,0,0,0,0,0,0,"['ur', 'lesson', 'many']",3,[],0,"['U', 'times', 'wk', 'n', 'day']",5,"['attend', 'driving']",2,[],0,[],0,,0
2431,ham,"Uncle G, just checking up on you. Do have a rewarding month",0,0,12,"['just', 'up', 'on', 'you', 'have', 'a']",6,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Uncle', 'G', 'month']",3,"['checking', 'Do', 'have', 'rewarding']",4,[],0,[],0,,0
2432,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,1,0,31,"['you', 'to', 'you', 'a', 'and', 'you', 'of', 'you', 'you', 'are']",10,0,0,0,0,0,0,0,1,0,0,0,"['*', 'kiss']",2,[],0,"['Hello', 'boytoy', 'Geeee', 'today', 'tm', '*']",6,"[""'m"", 'missing', 'like', 'send', 'remind', ""'m"", 'thinking', 'are', 'loved', 'loving']",10,[],0,[],0,,0
2433,ham,I think the other two still need to get cash but we can def be ready by 9,0,0,18,"['the', 'other', 'to', 'but', 'we', 'can', 'be', 'by']",8,0,0,0,0,0,0,0,0,2,0,0,"['other', 'ready']",2,[],0,['cash'],1,"['think', 'need', 'get', 'def', 'be']",5,[],0,[],0,,1
2434,ham,Hey gals...U all wanna meet 4 dinner at nìte?,0,1,9,"['all', 'at']",2,0,0,0,0,0,0,0,0,0,0,0,['na'],1,[],0,"['Hey', 'gals', 'U', 'meet', 'dinner', 'nìte']",6,['wan'],1,[],0,[],0,,1
2435,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1,0,22,"['been', 'to', 'is', 'our', 'to', 'to']",6,0,0,0,0,0,0,0,0,0,0,0,"['Dear', 'final', 'u']",3,[],0,"['U', 'attempt', 'Txt', 'CHAT', 'LDN']",5,"[""'ve"", 'been', 'invited', 'XCHAT', 'is', 'contact']",6,[],0,[],0,,20
2436,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,1,7,38,"['are', 'you', 'doing', 'are', 'you', 'are', 'you', 'to', 'you', 'of', 'me', 'you', 'being', 'a', 'you', 'me', 'you', 'me']",18,0,0,0,0,0,0,0,0,0,0,0,['good'],1,[],0,"['Babe', 'boy', 'Are']",3,"['are', 'doing', 'are', 'are', 'talking', 'Do', 'think', 'Are', 'being', 'missing', 'Do', 'love']",12,"['What', 'Who']",2,"['What', 'Who']",2,,0
2437,ham,Great! How is the office today?,1,1,6,"['is', 'the']",2,0,0,0,0,0,0,0,1,0,0,0,[],0,[],0,"['Great', 'office', 'today']",3,['is'],1,[],0,[],0,,0
2438,ham,"It's cool, we can last a little while. Getting more any time soon?",0,1,13,"['we', 'can', 'a', 'while', 'more', 'any']",6,0,0,0,0,0,0,0,0,0,0,0,"['cool', 'last', 'little']",3,[],0,"['while', 'time']",2,"[""'s"", 'Getting']",2,[],0,[],0,,0
2439,ham,:-( sad puppy noise,0,0,4,[],0,0,0,0,0,0,0,0,0,0,0,0,"['sad', 'puppy']",2,[],0,['noise'],1,[],0,[],0,[],0,,0
2440,ham,Yes its possible but dint try. Pls dont tell to any one k,0,0,13,"['its', 'but', 'to', 'any']",4,0,0,0,0,0,0,0,0,1,0,0,"['possible', 'dint']",2,['Yes'],1,"['try', 'Pls', 'dont', 'tell', 'k']",5,[],0,[],0,[],0,,0
2441,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,0,0,19,"['at', 'me', 'you', 'because', 'an', 'to', 'on', 'in']",8,0,0,0,0,0,0,0,0,0,0,0,['creep'],1,[],0,"['holla', 'excuse', 'people', 'sarasota']",4,"[""'re"", 'need', 'go']",3,[],0,[],0,,0
2442,ham,Where you. What happen,0,0,4,['you'],1,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,['happen'],1,['What'],1,['What'],1,,0
2443,ham,I was gonna ask you lol but i think its at 7,0,0,12,"['was', 'you', 'but', 'i', 'its', 'at']",6,0,0,0,0,0,0,0,0,1,0,0,['i'],1,[],0,[],0,"['was', 'gon', 'ask', 'lol', 'think']",5,[],0,[],0,,1
2444,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,0,0,22,"['is', 'to', 'now', 'to', 'only']",5,0,0,0,0,0,0,0,1,1,0,0,['ur'],1,[],0,"['Ur', 'cash-balance', 'pounds', 'cash-in', 'GO', 'CC', 'HG/Suite342/2lands', 'Row/W1j6HL']",8,"['is', 'maximize', 'send']",3,[],0,[],0,,28
2445,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,0,17,['for'],1,0,0,0,0,0,0,0,1,2,0,0,"['PRIVATE', 'un-redeemed']",2,[],0,"['Account', 'Statement', 'shows', 'S.I.M', 'points', 'Identifier', 'Code:4xx26']",7,"['Call', 'Expires']",2,[],0,[],0,,27
2446,ham,Go chase after her and run her over while she's crossing the street,0,0,13,"['after', 'her', 'and', 'her', 'over', 'while', 'she', 'the']",8,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Go', 'chase', 'street']",3,"['run', ""'s"", 'crossing']",3,[],0,[],0,,0
2447,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),0,0,21,"['to', 'you', 'my', 'me', 'just']",5,0,0,0,0,0,0,0,1,1,0,0,"['deepest', 'nat']",2,[],0,"['darkest', 'fantasies', 'texts', 'call', 'rate']",5,"['like', 'tell', 'Call', 'stop']",4,[],0,[],0,,24
2448,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,0,1,16,"['there', 'is', 'for', 'do', 'you', 'any', 'from', 'your']",8,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['friday', 'pongal', 'news', 'work', 'place']",5,"['Is', 'coming', 'is', 'leave', 'do', 'get']",6,[],0,[],0,,0
2449,ham,Hey... Very inconvenient for your sis a not huh?,0,1,9,"['for', 'your', 'a', 'not']",4,0,0,0,0,0,0,0,0,0,0,0,['inconvenient'],1,[],0,"['Hey', 'sis']",2,['huh'],1,[],0,[],0,,0
2450,ham,Ok i vl..do u know i got adsense approved..,0,0,9,"['i', 'do', 'i']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Ok', 'i', '..', 'i', '..']",5,"['vl', 'do', 'know', 'got', 'approved']",5,[],0,[],0,,0
2451,ham,"* Was really good to see you the other day dudette, been missing you!",1,0,14,"['to', 'you', 'the', 'other', 'been', 'you']",6,0,0,0,0,0,0,0,0,0,0,0,"['good', 'other']",2,[],0,"['*', 'Was', 'day', 'dudette']",4,"['see', 'been', 'missing']",3,[],0,[],0,,0
2452,ham,I want to go to perumbavoor,0,0,6,"['to', 'to']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['want', 'go', 'perumbavoor']",3,[],0,[],0,,0
2453,ham,How many times i told in the stage all use to laugh. You not listen aha.,0,0,16,"['i', 'in', 'the', 'all', 'to', 'not']",6,0,0,0,0,0,0,0,0,0,0,0,['many'],1,[],0,"['times', 'stage', 'laugh', 'aha']",4,"['i', 'told', 'use', 'listen']",4,[],0,[],0,,0
2454,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,0,27,"['it', 'but', 'it', 'now', 'to', 'that', 'will', 'your', 'only']",9,0,0,0,0,0,0,0,1,0,0,0,"['true', 'Incredible', 'amazing']",3,[],0,"['Txts', 'Reply', 'G', 'things', 'mind', 'O2FWD']",6,"['believe', ""'s"", ""'s"", 'learn', 'blow']",5,[],0,[],0,,3
2455,ham,(You didn't hear it from me),0,0,6,"['did', 'it', 'from', 'me']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,[],0,"['did', 'hear']",2,[],0,[],0,,0
2456,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0,0,28,"['for', 'being', 'there', 'for', 'me', 'just', 'to', 'to', 'on', 'are', 'very', 'to', 'me', 'having', 'you', 'as', 'a', 'and']",18,0,0,0,0,0,0,0,1,0,0,0,['dear'],1,[],0,"['Thanks', 'saturday', 'brother', 'role', 'model']",5,"['being', 'talk', 'are', 'cherish', 'having']",5,[],0,[],0,,0
2457,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0,0,21,"['if', 'an', 'that', 'i', 'have', 'can', 'be', 'for', 'me', 'to', 'to']",11,0,0,0,0,0,0,0,0,0,0,0,['open'],1,[],0,"['Pls', 'return', 'ticket', 'i']",4,"['clarify', 'have', 'be', 'preponed', 'go', 'kerala']",6,[],0,[],0,,0
2458,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,0,1,22,"['is', 'you', 'to', 'be', 'her', 'or', 'her', 'to']",8,0,0,0,0,0,0,0,1,0,0,0,"['YES-165', 'NO-165']",2,[],0,"['Natalie', 'friend', 'See', 'www.SMS.ac/u/natalie2k9', 'STOP', 'Send', 'STOP', 'FRND']",8,"['is', 'inviting', 'be', 'Reply']",4,[],0,[],0,,15
2459,ham,She ran off with a younger man. we will make pretty babies together :),0,0,14,"['off', 'with', 'a', 'we', 'will']",5,0,0,0,0,0,0,0,0,0,0,0,"['younger', 'pretty']",2,[],0,"['man', 'babies']",2,"['ran', 'make']",2,[],0,[],0,,0
2460,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,2,1,19,"['your', 'to', 'now', 'only']",4,0,0,0,0,0,0,0,0,2,0,0,['free'],1,[],0,"['Jamster', 'wallpaper', 'text', 'HEART', 'T', 'C', 'Help']",7,"['get', 'apply', 'Need', 'Call']",4,[],0,[],0,,18
2461,ham,O ic lol. Should play 9 doors sometime yo,0,0,9,[],0,0,0,0,0,0,0,0,0,1,0,0,[],0,[],0,"['O', 'ic', 'lol', 'doors']",4,"['play', 'yo']",2,[],0,[],0,,1
2462,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0,0,27,"['my', 'he', 'out', 'i', 'when', 'i']",6,0,0,0,0,0,0,0,0,1,0,0,"['w', 'u', 'u']",3,[],0,"['Dunno', 'dad', 'lunch', 'Yup', 'i', 'lor', 'i', 'school', 'lor']",9,"['said', 'coming', 'bring', 'go', 'call', 'reach']",6,[],0,[],0,,2
2463,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,0,18,"['have', 'for', 'to']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['JD', 'Customer', 'Service', 'cum', 'Accounts', 'Executive', 'mail', 'id', 'details']",9,"['have', 'sent', 'ur', 'contact']",4,[],0,[],0,,0
2464,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0,0,18,"['to', 'a', 'it']",3,0,0,0,0,0,0,0,0,1,0,0,"['stylish', 'ur']",2,[],0,"['Desires-', 'u', 'liver', 'bit', 'hair']",5,"['going', 'doctor', 'get', 'Get', 'managed', 'Thats']",6,[],0,[],0,,1
2465,ham,Hmmm.still we dont have opener?,0,1,5,"['we', 'have']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Hmmm.still'],1,"['dont', 'have', 'opener']",3,[],0,[],0,,0
2466,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0,0,19,"['so', 'any', 'you', 'can', 'from', 'your', 'up', 'before']",8,0,0,0,0,0,0,0,1,1,0,0,['next'],1,['Yeah'],1,"['time', 'week', 'mom', 'amp']",4,"['get', 'get']",2,[],0,[],0,,1
2467,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0,0,28,"['has', 'can', 'more', 'than', 'a', 'can', 'you', 'why', 'all', 'of', 'are', 'during']",12,0,0,0,0,0,0,0,0,0,0,0,"['more', 'wise', 'speechless']",3,[],0,"['Edison', 'fool', 'questions', 'man', 'ViVa', '..', 'GM', 'GN', 'GE', 'GNT']",10,"['has', 'said', 'ask', 'answer', 'know', 'are']",6,[],0,[],0,,0
2468,ham,I will vote for wherever my heart guides me,0,0,9,"['will', 'for', 'my', 'me']",4,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['heart'],1,"['vote', 'guides']",2,[],0,[],0,,0
2469,ham,With my sis lor... We juz watched italian job.,0,0,9,['my'],1,0,0,0,0,0,0,0,0,0,0,0,"['watched', 'italian']",2,[],0,"['sis', 'lor', 'job']",3,['juz'],1,[],0,[],0,,0
2470,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",1,1,23,"['are', 'you', 'of', 'you', 'you']",5,0,0,0,0,0,0,0,0,0,0,0,"['*', 'stomps']",2,[],0,"['Tick', 'tick', 'tick', '....', 'loneliness', '*', 'pouts', 'feet']",8,"['are', 'die', 'know', '*', '*', 'need']",6,[],0,[],0,,0
2471,ham,Lmao you know me so well...,0,0,6,"['you', 'me', 'so']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,['Lmao'],1,['know'],1,[],0,[],0,,0
2472,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0,0,24,"['on', 'for', 'the', 'very', 'or']",5,0,0,0,0,0,0,0,1,0,0,0,['latest'],1,[],0,"['Double', 'Mins', 'Double', 'Txt', 'price', 'Linerental', 'Latest', 'Orange', 'Bluetooth', 'mobiles', 'MobileUpd8', 'offers']",12,"['Call', 'call2optout/LF56']",2,[],0,[],0,,17
2473,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,2,1,34,"['on', 'a', 'from', 'so', 'i', 'not', 'off', 'be', 'you', 'the', 'this', 'by', 'the']",13,0,0,0,0,0,0,0,3,0,0,0,"['i', 'afraid', 'wednesday']",3,[],0,"['Am', 'train', 'northampton', 'today', 'ho', 'ho', 'comedy', 'club', 'week', 'way']",10,"[""'m"", ""'m"", 'staying', 'skyving', 'be', 'Do', 'fancy']",7,[],0,[],0,,0
2474,ham,Goodnight da thangam I really miss u dear.,0,0,8,[],0,0,0,0,0,0,0,0,0,0,0,0,['u'],1,[],0,"['Goodnight', 'da', 'thangam', 'dear']",4,['miss'],1,[],0,[],0,,0
2475,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0,0,27,"['there', 'a', 'at', 'can', 'for', 'that', 'me', 'what', 'you']",9,0,0,0,0,0,0,0,1,0,0,0,"['next', 'basic', 'intro', 'next', 'free']",5,[],0,"['Hey', 'sun', 'yoga', 'course', 'bugis', 'sat', '....', 'Tell', 'time']",9,"[""'s"", 'go', 'Pilates', 'r']",4,['what'],1,['what'],1,,4
2476,ham,"Geeeee ... Your internet is really bad today, eh ?",0,1,10,['is'],1,0,0,0,0,0,0,0,1,0,0,0,['bad'],1,[],0,"['Geeeee', 'internet', 'today', 'eh']",4,['is'],1,[],0,[],0,,0
2477,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,0,0,24,"['with', 'for', 'and', 'or']",4,0,0,0,0,0,0,0,1,4,0,0,['Free'],1,[],0,"['video', 'camera', 'phones', 'Half', 'Price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'txts', 'MobileUpd8']",12,"['mins', 'Call', 'Call2OptOut/674']",3,[],0,[],0,,24
2478,ham,I think i am disturbing her da,0,0,7,"['i', 'am', 'her']",3,0,0,0,0,0,0,0,0,0,0,0,['i'],1,[],0,['da'],1,"['think', 'am', 'disturbing']",3,[],0,[],0,,0
2479,ham,"Sorry, I'll call you  later. I am in meeting sir.",0,0,10,"['you', 'am', 'in']",3,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['Sorry', 'meeting', 'sir']",3,"['call', 'am']",2,[],0,[],0,,0
2480,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,2,19,"['at', 'in', 'my', 'now', 'they']",5,0,0,0,0,0,0,0,0,0,0,1,[],0,[],0,"['Havent', 'orchard', 'dad', 'car', 'dinner', 'U', 'leh', 'tonight']",8,"['stuck', 'Going', 'free']",3,[],0,[],0,,1
2481,ham,Ok i also wan 2 watch e 9 pm show...,0,0,10,['i'],1,0,0,0,0,0,0,0,0,0,0,1,[],0,[],0,"['Ok', 'i', 'watch', 'e', 'pm', 'show']",6,['wan'],1,[],0,[],0,,2
2482,ham,I dunno lei... Like dun haf...,0,0,6,[],0,0,0,0,0,0,0,0,0,0,0,0,['lei'],1,[],0,"['dun', 'haf']",2,['dunno'],1,[],0,[],0,,0
2483,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,0,10,"['your', 'only']",2,0,0,0,0,0,0,0,0,0,0,0,[],0,[],0,"['brother', 'gt', '+', 'lt', 'gt', 'Pa']",6,['transfered'],1,[],0,[],0,,0
2484,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,0,22,"['you', 'in', 'can', 'you', 'but', 'you', 'can', 'me']",8,0,0,0,0,0,0,0,0,0,0,1,['south'],1,[],0,"['Afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'mumbai']",7,"['calls', 'hear', 'listen']",3,[],0,[],0,,0
